name,occurrence,tonnageMax
bb_1_italy_fast,0,49375
bb_1_italy_semi,0,41875
b1_maine_semidread2,0,38750
b1_maine_semidread,0,33750
bb_test,0,62500
b3_britain,0,46250
b2_danton_var,0,61250
b2_danton,0,56250
b_3_russia,0,48750
b1_bouvet_semidreadnought,0,53750
b_2_borodino_largedeck,0,47500
b_2_borodino,0,43750
b_1_usa_var_exp3,0,43750
b_2_usa,0,45000
b_2_usa_semi,0,38750
b_2_usa_semi2,0,36250
casemate_test1,0,42500
b_2_china_exp,0,41250
b_2,0,41250
b1_tsesarevich_russia,0,41500
b_1_russia,0,42500
b_1_largegeneric,0,42500
b2_friedrich,0,42500
b_2_italy,0,38750
b2_germany,0,36250
b2_germanyexport,0,29750
b1_germanyexport,0,26875
b_1,0,37500
b_1_usa,0,40000
b1_russiaold,0,42500
b_2_austria,0,34750
b_1_austria,0,28750
b1_tsesarevich_france,0,40000
b1_germany,0,29375
b1_bouvet2,0,41250
b1_bouvet,0,40000
b1_brennus,0,28750
b1_massena_var1,0,29500
b1_massena_var3,0,27250
b1_massena_var2,0,26500
b1_germany_mission2,0,31750
b1_germany_mission,0,29375
b1_3mast_spain,0,25000
b_1_usa_var_exp2,0,33750
b_1_usa_var_exp1,0,31250
b_1_usa_var,0,26750
b_1_italian_3mast,0,26250
b_1_italian_Large_3mast,0,35500
b1_inflex_2,0,34750
b1_inflex,0,32250
bb_exp_iron3,0,31375
bb_exp_iron2,0,30625
bb_exp_iron1,0,28000
b1_maine,0,21250
b1_maine_varsides,0,20500
b1_maine_varsmall,0,18750
bc_7_britain,0,206250
bc_5_assault_russia,0,218750
bb_usa_north_carolina,0,156250
bc_6_generic,0,187500
bc_6_stalin,0,127500
bc_6_germany,0,138750
bc_5_germany,0,122500
bc_6_japan,0,135000
bc_5_japan,0,127500
bc_5_kongo,0,143750
bc_5_usa,0,125000
bc_5_russia2,0,117500
bc_6_italy,0,136250
bc_5_russia,0,117500
bc_4_britain_g3,0,138750
bc_6_britain,0,132500
bc_5_britain,0,125000
bc_7_france,0,162500
bc_6_france,0,150000
bc_5_france,0,112500
bc_5_italy,0,106250
bc_4_france,0,81250
bc_4_german,0,92500
bc_4_generic2,0,90000
bc_4_generic,0,87500
bc_4_generic_small,0,70000
bc_4_japan,0,87500
bc_4_austria,0,97500
bc_4_britain_nelson,0,81250
bc_5_austrian_pocket,0,72500
bc_4_russia,0,97500
bc_4_usa,0,92500
bc_4_italy,0,91250
bc_5_japan_scout,0,69000
bc_4_britain_adv,0,93750
bc_4_britain,0,112500
bc_4_kongo,0,108750
bc_4_izmail,0,102500
bc_3_kongo,0,91250
bc_3,0,77500
bc_3_britain_adv,0,85000
bc_3_britain,0,82500
bc_3_izmail,0,92500
bc_4_german_derf,0,111250
bc_3_german_derf,0,85000
bc_3_german,0,77500
bc_2_german,0,70000
bc_2,0,75000
bc_2_var,0,70000
bc_2_britain,0,71250
bc_1_Japan,0,67500
bc_1_german,0,62500
bc_1_vondertann,0,60500
bc_1_britain,0,55000
bc_1_britain_var,0,56250
bc_1,0,56250
bc_large_light_cruiser,0,52500
ca_6_desmoines2,0,49375
ca_6_desmoines1,0,46875
ca_5_usa,0,52500
ca_5_wichita,0,39750
ca_4_ibuki,0,46250
bc_1,1,62500
ca_5_generic,0,51250
ca_5_usa_backup,0,55000
ca_5_spain_big,0,53750
ca_6_commandcruiser_british,0,43750
ca_6_british_largecruiser,0,49375
ca_6_britain,0,48750
ca_6_italy,0,48750
ca_5_german_mission,0,51250
ca_5_gen_mission,0,45000
ca_5_italy_mission,0,42500
ca_5_gen,0,45000
ca_5_italy,0,42500
ca_5_generic_2,0,39250
ca_5_italy_early,0,38750
ca_6_german_exp,0,41375
ca_5_german_var,0,48750
ca_5_german_hipper,0,53750
ca_5_german,0,51250
ca_8_japan,0,47250
ca_7_japan,0,46500
ca_6_japan,0,41500
ca_5_russia_heavy,0,57500
ca_5_japan_exp,0,55250
ca_5_japan,0,39000
ca_5_japan_scout,0,34000
ca_5_german_pocket_big,0,57250
ca_5_austrian_pocket,0,47500
ca_5_german_pocket,0,47250
ca_5_russia,0,43750
ca_5_generic,1,41250
ca_6_france,0,46250
ca_5_generic_france,0,37500
ca_5_generic_3,0,36750
ca_5_german_early,0,37250
ca_5_generic_britain,0,42250
ca_5_generic_4,0,36250
ca_5_generic_4_alt,0,36250
ca_5_british,0,33750
ca_5_british_small,0,26250
ca_5_canarias,0,38750
ca_5_generic_early,0,33750
ca_5_italy_early_2,0,31250
ca_5_italian_early_condot,0,30000
ca_5_usa_heavy_treaty,0,37500
ca_4_pensacola,0,31875
ca_5_france_exp,0,35750
ca_5_gen_treaty,0,31250
ca_4_rurik_russia,0,44500
ca_5_usa_large2,0,43750
ca_5_usa_large1,0,38750
ca_5_german_treaty_2,0,35625
ca_5_russian_exp,0,37125
ca_5_japan_exp_early,0,30000
ca_5_generic2_C_class,0,23750
ca_5_generic1_C_class,0,28000
ca_5_german_treaty,0,28125
ca_5_gen_treaty2,0,33750
ca_5_gen_treaty,1,31250
ca_5_small_generic,0,23750
ca_4_generic_large_russia,0,42000
ca_4_generic_large,0,41250
ca_4_blucher,0,43750
ca_5_france,0,41250
ca_5_armored_france,0,34250
ca_4_italy_stg,0,32000
ca_4_italy,0,31250
ca_3_german,0,40000
ca_3_generic,0,38750
ca_3_warrior,0,38750
ca_maine_china,0,23750
ca_3_averof_mod,0,29750
ca_3_warrior_pisa,0,26250
ca_1_italian_exp_3mast,0,21250
ca_3,0,37500
ca_3_russia,0,37500
casemate_test2,0,37500
ca_4_rambow_france,0,38750
ca_3_rambow_france,0,33750
ca_2_austria,0,27500
ca_2_austria_karl,0,21250
ca_2,0,30000
ca_2_rambow_france,0,28750
ca_1,0,27500
ca_1_italian_exp_small_3mast,0,18750
ca_1_spain,0,27500
ca_1_rambow_france,0,19000
ca_1_small,0,20000
ca_1_italian_exp_japan_3mast,0,19250
ca_1_naniwa_3mast,0,10250
ca_maine_threemast,0,26250
ca_3_friedrich,0,36250
ca_2_friedrich,0,27500
ca_1_friedrich,0,20000
ca_1_small_austria,0,21250
ca_austria_monarch,0,18750
ca_austria_monarch_small,0,13750
ca_1_small_austria2,0,11250
ca_1_joseph_3mast,0,10625
ca_1_3mast_russia,0,33000
ca_inflex_china,0,28750
ca_1_3mast_usa,0,18000
ca_maine_varcoastal,0,11250
ca_maine_varcoastal2,0,10500
ca_1_small_var,0,21250
cl_5_escortcruiser_france,0,30000
cl_5_escortcruiser_british,0,38750
cl_5_escortcruiser,0,31250
cl_7_dido,0,35500
cl_6_german_base,0,34875
cl_6_dido,0,33750
cl_5_austria_exp,0,33875
cl_5_dido,0,19950
cl_6_russian_exp2,0,34875
cl_6_russian_exp,0,24625
cl_7_japan,0,37250
cl_6_japan,0,34000
cl_6_cleveland,0,38000
cl_5_brooklyn,0,34750
cl_5_deruyter,0,22250
cl_5_navarra_adv,0,20500
cl_5_japan,0,29000
cl_6_monte_large,0,32250
cl_6_france,0,30000
cl_5_italian,0,28750
cl_4_Modern_Japan,0,27250
cl_4_Modern_Spain,0,26250
cl_4_Modern_Generic_2,0,24750
cl_4_Modern_Trento,0,25500
cl_5_italian_small,0,20000
cl_4_russia_kirov,0,31250
cl_4_Modern_Generic,0,25000
cl_3_Modern_Spain,0,17500
cl_5_navarra_adv_small,0,15750
cl_5_britain_adv_treaty,0,28750
cl_5_german_modern,0,25625
cl_5_france_modern,0,26875
cl_5_britain_C_class,0,26250
cl_5_generic1_C_class,0,23000
cl_5_generic2_C_class,0,18750
cl_6_monte,0,27250
cl_5_italian_early_condot,0,25000
cl_5_russian_light,0,22500
cl_5_german_treaty,0,23125
cl_5_france_exp,0,23750
cl_4_japan_torp,0,30000
cl_3_japan,0,22500
cl_3_japan_bigger,0,25000
cl_5_german_treaty_fk,0,18125
cl_5_omaha_base,0,33750
cl_5_omaha,0,31250
cl_4_omaha,0,26250
cl_5_britain_scout,0,21250
cl_5_armored_exp,0,28750
cl_5_armored_exp2,0,27500
cl_5_armored_exp3,0,32250
cl_5_armored_exp4,0,30500
cl_3_usa_exp,0,31250
cl_3,0,30000
cl_2_medium_strbow,0,25000
casemate_test3,0,25000
cl_2_medium,0,25000
cl_2_medium_russia,0,25000
cl_5_guncruiser1,0,23750
cl_5_atlanta,0,18750
cl_2_medium_germany,0,25000
cl_1_medium_strbow,0,17500
cl_1_medium,0,17500
cl_1_medium_russia,0,17500
cl_1_medium_germany,0,17500
cl_4_china_experimental,0,13750
cl_4_japan_experimental,0,12500
cl_3_emden,0,30000
cl_3_britain_var2,0,23750
cl_4_france_improved,0,23750
cl_4_france,0,26250
cl_3_rambow_tall,0,32500
cl_3_straightbow_tall,0,31250
cl_3_britain_var3,0,21250
cl_3_russia_var,0,23250
cl_5_scout_var1,0,14500
cl_3_britain,0,21250
cl_3_japan_small,0,21250
cl_3_russia,0,20750
cl_3_france,0,21250
cl_2_emden,0,20000
cl_2_straightbow,0,17500
cl_2_rambow,0,17500
cl_1_rambow_france,0,11250
cl_novik,0,10500
cl_1_straightbow,0,8750
cl_1_rambow,0,8750
cl_1_austrian,0,10000
cl_1_austria_belted,0,12500
cl_1_rambow_3mast,0,8750
cl_1_rambow_3mast_ver2,0,8250
cl_1_rambow_3mast_ver3,0,9000
cl_1_3mast_usa,0,16750
cl_1_rambow_3mast_early,0,13000
cl_1_3mast_armored,0,13750
cl_1_austria_small,0,7125
cl1_inflex_china,0,16250
cl_maine_threemast,0,6875
cl_1_straightbow_early,0,5000
cl_1_rambow_early,0,5000
cl_1_rambow_boat,0,3750
dd_5_akizuki_stern_step,0,9000
dd_8_russia_dd,0,17625
dd_8_france_dd,0,17375
dd_8_hybrid_cruiser_italy,0,18125
dd_8_hybrid_cruiser_gen,0,17375
dd_7_flushdeck_dd_large,0,11875
dd_7_flushdeck_dd_small,0,8500
dd_7_russia_dd,0,11500
dd_7_france_dd,0,10875
dd_7_german_hybrid_dd,0,17125
dd_7_daring_style_big,0,10875
dd_7_daring_style_small,0,8125
dd_7_fletcher_style_big,0,11250
dd_7_fletcher_style_small,0,7500
dd_6_nose_large_italian,0,12000
dd_5_nose_large_usa,0,7500
dd_5_nose_large_britain,0,7125
dd_5_akizuki_stern_flat,0,7125
dd_5_nose_large_france,0,9875
dd_5_stern_large_italian,0,8750
dd_5_nose_large_generic,0,8875
dd_5_nose_large_german,0,9375
dd_5_stern_large_russia,0,8875
dd_5_nose_medium_usa,0,5875
dd_5_nose_small_usa,0,5375
dd_5_nose_small_france,0,6375
dd_5_nose_generic_small,0,6125
dd_5_nose_small_german,0,6175
dd_5_stern_small_russia,0,6875
dd_4_flat,0,4750
dd_5_shimakaze,0,9250
dd_5_akizuki_nose_long,0,9250
dd_5_akizuki_nose_cave_middle,0,8250
dd_5_akizuki_nose_short,0,7750
dd_us_flush,0,5150
dd_4,0,5625
dd_4_russia,0,5875
dd_4_france,0,6000
dd_4_japan,0,4750
dd_3,0,5000
dd_3_france,0,5000
dd_3_russia,0,5000
dd_3_japan,0,4250
dd_3_german,0,4625
dd_2_japan,0,3625
dd_2,0,3750
dd_2_france,0,4250
dd_2_russia,0,4000
dd_2_german,0,3750
dd_1_japan,0,2750
dd_1,0,2750
dd_1_france,0,3000
dd_1_russia,0,2875
dd_1_german_large,0,2750
dd_1_austria_large,0,2875
dd_1_german,0,2250
dd_1_austria,0,1875
tb_highbow_large,0,2000
tb_lowbow,0,1250
tb_highbow,0,1250
tb_standard,0,1250
tr,0,50000
tr_amc,0,50000
test_brandenburg_a,0,50000
test_brandenburg_b,0,50000
ironclad_monitor,0,4000
ironclad_virginia,0,12250
