name,occurrence,tonnageMax
bb_2_usa_newyork_var3,0,88200
bb_1_german_helgoland,0,99000
bb_1_italy_medium,0,90000
bb_1_large,0,99000
bb_1_russia,0,104400
bb_1_russia_gangut,0,93600
bb_1_french_large,0,106200
bb_1,0,93600
bb_1_usa,0,91800
bb_1_italy_small,0,77400
bb_1_french,0,97200
bb_1_japan,0,90000
bb_1_austria_larger,0,97200
bb_1_austria,0,90000
bb_1_german,0,79200
bb_1_german_nassau,0,81000
bb_1_china_semi,0,63720
bb_1_spain,0,60120
bb_1_german_early,0,70200
bb_1_austrian_early,0,66600
bb_1_russia_mission,0,104400
bb_1_german_mission,0,104400
bb_1_italy_fast,0,71100
bb_1_italy_semi,0,60300
b1_maine_semidread2,0,55800
b1_maine_semidread,0,48600
bb_test,0,90000
b3_britain,0,66600
b2_danton_var,0,88200
b2_danton,0,81000
b_3_russia,0,70200
b1_bouvet_semidreadnought,0,77400
b_2_borodino_largedeck,0,68400
b_2_borodino,0,63000
b_1_usa_var_exp3,0,63000
b_2_usa,0,64800
b_2_usa_semi,0,55800
b_2_usa_semi2,0,52200
casemate_test1,0,61200
b_2_china_exp,0,59400
b_2,0,59400
b1_tsesarevich_russia,0,59760
b_1_russia,0,61200
b_1_largegeneric,0,61200
b2_friedrich,0,61200
b_2_italy,0,55800
b2_germany,0,52200
b2_germanyexport,0,42840
b1_germanyexport,0,38700
b_1,0,54000
b_1_usa,0,57600
b1_russiaold,0,61200
b_2_austria,0,50040
b_1_austria,0,41400
b1_tsesarevich_france,0,57600
b1_germany,0,42300
b1_bouvet2,0,59400
b1_bouvet,0,57600
b1_brennus,0,41400
b1_massena_var1,0,42480
b1_massena_var3,0,39240
b1_massena_var2,0,38160
b1_germany_mission2,0,45720
b1_germany_mission,0,42300
b1_3mast_spain,0,36000
b_1_usa_var_exp2,0,48600
b_1_usa_var_exp1,0,45000
b_1_usa_var,0,38520
b_1_italian_3mast,0,37800
b_1_italian_Large_3mast,0,51120
b1_inflex_2,0,50040
b1_inflex,0,46440
bb_exp_iron3,0,45180
bb_exp_iron2,0,44100
bb_exp_iron1,0,40320
b1_maine,0,30600
b1_maine_varsides,0,29520
b1_maine_varsmall,0,27000
bc_7_britain,0,297000
bc_5_assault_russia,0,315000
bb_usa_north_carolina,0,225000
bc_6_generic,0,270000
bc_6_stalin,0,183600
bc_6_germany,0,199800
bc_5_germany,0,176400
bc_6_japan,0,194400
bc_5_japan,0,183600
bc_5_kongo,0,207000
bc_5_usa,0,180000
bc_5_russia2,0,169200
bc_6_italy,0,196200
bc_5_russia,0,169200
bc_4_britain_g3,0,199800
bc_6_britain,0,190800
bc_5_britain,0,180000
bc_7_france,0,234000
bc_6_france,0,216000
bc_5_france,0,162000
bc_5_italy,0,153000
bc_4_france,0,117000
bc_4_german,0,133200
bc_4_generic2,0,129600
bc_4_generic,0,126000
bc_4_generic_small,0,100800
bc_4_japan,0,126000
bc_4_austria,0,140400
bc_4_britain_nelson,0,117000
bc_5_austrian_pocket,0,104400
bc_4_russia,0,140400
bc_4_usa,0,133200
bc_4_italy,0,131400
bc_5_japan_scout,0,99360
bc_4_britain_adv,0,135000
bc_4_britain,0,162000
bc_4_kongo,0,156600
bc_4_izmail,0,147600
bc_3_kongo,0,131400
bc_3,0,111600
bc_3_britain_adv,0,122400
bc_3_britain,0,118800
bc_3_izmail,0,133200
bc_4_german_derf,0,160200
bc_3_german_derf,0,122400
bc_3_german,0,111600
bc_2_german,0,100800
bc_2,0,108000
bc_2_var,0,100800
bc_2_britain,0,102600
bc_1_Japan,0,97200
bc_1_german,0,90000
bc_1_vondertann,0,87120
bc_1_britain,0,79200
bc_1_britain_var,0,81000
bc_1,0,81000
bc_large_light_cruiser,0,75600
ca_6_desmoines2,0,71100
ca_6_desmoines1,0,67500
ca_5_usa,0,75600
ca_5_wichita,0,57240
ca_4_ibuki,0,66600
bc_1,1,90000
ca_5_generic,0,73800
ca_5_usa_backup,0,79200
ca_5_spain_big,0,77400
ca_6_commandcruiser_british,0,63000
ca_6_british_largecruiser,0,71100
ca_6_britain,0,70200
ca_6_italy,0,70200
ca_5_german_mission,0,73800
ca_5_gen_mission,0,64800
ca_5_italy_mission,0,61200
ca_5_gen,0,64800
ca_5_italy,0,61200
ca_5_generic_2,0,56520
ca_5_italy_early,0,55800
ca_6_german_exp,0,59580
ca_5_german_var,0,70200
ca_5_german_hipper,0,77400
ca_5_german,0,73800
ca_8_japan,0,68040
ca_7_japan,0,66960
ca_6_japan,0,59760
ca_5_russia_heavy,0,82800
ca_5_japan_exp,0,79560
ca_5_japan,0,56160
ca_5_japan_scout,0,48960
ca_5_german_pocket_big,0,82440
ca_5_austrian_pocket,0,68400
ca_5_german_pocket,0,68040
ca_5_russia,0,63000
ca_5_generic,1,59400
ca_6_france,0,66600
ca_5_generic_france,0,54000
ca_5_generic_3,0,52920
ca_5_german_early,0,53640
ca_5_generic_britain,0,60840
ca_5_generic_4,0,52200
ca_5_generic_4_alt,0,52200
ca_5_british,0,48600
ca_5_british_small,0,37800
ca_5_canarias,0,55800
ca_5_generic_early,0,48600
ca_5_italy_early_2,0,45000
ca_5_italian_early_condot,0,43200
ca_5_usa_heavy_treaty,0,54000
ca_4_pensacola,0,45900
ca_5_france_exp,0,51480
ca_5_gen_treaty,0,45000
ca_4_rurik_russia,0,64080
ca_5_usa_large2,0,63000
ca_5_usa_large1,0,55800
ca_5_german_treaty_2,0,51300
ca_5_russian_exp,0,53460
ca_5_japan_exp_early,0,43200
ca_5_generic2_C_class,0,34200
ca_5_generic1_C_class,0,40320
ca_5_german_treaty,0,40500
ca_5_gen_treaty2,0,48600
ca_5_gen_treaty,1,45000
ca_5_small_generic,0,34200
ca_4_generic_large_russia,0,60480
ca_4_generic_large,0,59400
ca_4_blucher,0,63000
ca_5_france,0,59400
ca_5_armored_france,0,49320
ca_4_italy_stg,0,46080
ca_4_italy,0,45000
ca_3_german,0,57600
ca_3_generic,0,55800
ca_3_warrior,0,55800
ca_maine_china,0,34200
ca_3_averof_mod,0,42840
ca_3_warrior_pisa,0,37800
ca_1_italian_exp_3mast,0,30600
ca_3,0,54000
ca_3_russia,0,54000
casemate_test2,0,54000
ca_4_rambow_france,0,55800
ca_3_rambow_france,0,48600
ca_2_austria,0,39600
ca_2_austria_karl,0,30600
ca_2,0,43200
ca_2_rambow_france,0,41400
ca_1,0,39600
ca_1_italian_exp_small_3mast,0,27000
ca_1_spain,0,39600
ca_1_rambow_france,0,27360
ca_1_small,0,28800
ca_1_italian_exp_japan_3mast,0,27720
ca_1_naniwa_3mast,0,14760
ca_maine_threemast,0,37800
ca_3_friedrich,0,52200
ca_2_friedrich,0,39600
ca_1_friedrich,0,28800
ca_1_small_austria,0,30600
ca_austria_monarch,0,27000
ca_austria_monarch_small,0,19800
ca_1_small_austria2,0,16200
ca_1_joseph_3mast,0,15300
ca_1_3mast_russia,0,47520
ca_inflex_china,0,41400
ca_1_3mast_usa,0,25920
ca_maine_varcoastal,0,16200
ca_maine_varcoastal2,0,15120
ca_1_small_var,0,30600
cl_5_escortcruiser_france,0,43200
cl_5_escortcruiser_british,0,55800
cl_5_escortcruiser,0,45000
cl_7_dido,0,51120
cl_6_german_base,0,50220
cl_6_dido,0,48600
cl_5_austria_exp,0,48780
cl_5_dido,0,28728
cl_6_russian_exp2,0,50220
cl_6_russian_exp,0,35460
cl_7_japan,0,53640
cl_6_japan,0,48960
cl_6_cleveland,0,54720
cl_5_brooklyn,0,50040
cl_5_deruyter,0,32040
cl_5_navarra_adv,0,29520
cl_5_japan,0,41760
cl_6_monte_large,0,46440
cl_6_france,0,43200
cl_5_italian,0,41400
cl_4_Modern_Japan,0,39240
cl_4_Modern_Spain,0,37800
cl_4_Modern_Generic_2,0,35640
cl_4_Modern_Trento,0,36720
cl_5_italian_small,0,28800
cl_4_russia_kirov,0,45000
cl_4_Modern_Generic,0,36000
cl_3_Modern_Spain,0,25200
cl_5_navarra_adv_small,0,22680
cl_5_britain_adv_treaty,0,41400
cl_5_german_modern,0,36900
cl_5_france_modern,0,38700
cl_5_britain_C_class,0,37800
cl_5_generic1_C_class,0,33120
cl_5_generic2_C_class,0,27000
cl_6_monte,0,39240
cl_5_italian_early_condot,0,36000
cl_5_russian_light,0,32400
cl_5_german_treaty,0,33300
cl_5_france_exp,0,34200
cl_4_japan_torp,0,43200
cl_3_japan,0,32400
cl_3_japan_bigger,0,36000
cl_5_german_treaty_fk,0,26100
cl_5_omaha_base,0,48600
cl_5_omaha,0,45000
cl_4_omaha,0,37800
cl_5_britain_scout,0,30600
cl_5_armored_exp,0,41400
cl_5_armored_exp2,0,39600
cl_5_armored_exp3,0,46440
cl_5_armored_exp4,0,43920
cl_3_usa_exp,0,45000
cl_3,0,43200
cl_2_medium_strbow,0,36000
casemate_test3,0,36000
cl_2_medium,0,36000
cl_2_medium_russia,0,36000
cl_5_guncruiser1,0,34200
cl_5_atlanta,0,27000
cl_2_medium_germany,0,36000
cl_1_medium_strbow,0,25200
cl_1_medium,0,25200
cl_1_medium_russia,0,25200
cl_1_medium_germany,0,25200
cl_4_china_experimental,0,19800
cl_4_japan_experimental,0,18000
cl_3_emden,0,43200
cl_3_britain_var2,0,34200
cl_4_france_improved,0,34200
cl_4_france,0,37800
cl_3_rambow_tall,0,46800
cl_3_straightbow_tall,0,45000
cl_3_britain_var3,0,30600
cl_3_russia_var,0,33480
cl_5_scout_var1,0,20880
cl_3_britain,0,30600
cl_3_japan_small,0,30600
cl_3_russia,0,29880
cl_3_france,0,30600
cl_2_emden,0,28800
cl_2_straightbow,0,25200
cl_2_rambow,0,25200
cl_1_rambow_france,0,16200
cl_novik,0,15120
cl_1_straightbow,0,12600
cl_1_rambow,0,12600
cl_1_austrian,0,14400
cl_1_austria_belted,0,18000
cl_1_rambow_3mast,0,12600
cl_1_rambow_3mast_ver2,0,11880
cl_1_rambow_3mast_ver3,0,12960
cl_1_3mast_usa,0,24120
cl_1_rambow_3mast_early,0,18720
cl_1_3mast_armored,0,19800
cl_1_austria_small,0,10260
cl1_inflex_china,0,23400
cl_maine_threemast,0,9900
cl_1_straightbow_early,0,7200
cl_1_rambow_early,0,7200
cl_1_rambow_boat,0,5400
dd_5_akizuki_stern_step,0,12960
dd_8_russia_dd,0,25380
dd_8_france_dd,0,25020
dd_8_hybrid_cruiser_italy,0,26100
dd_8_hybrid_cruiser_gen,0,25020
dd_7_flushdeck_dd_large,0,17100
dd_7_flushdeck_dd_small,0,12240
dd_7_russia_dd,0,16560
dd_7_france_dd,0,15660
dd_7_german_hybrid_dd,0,24660
dd_7_daring_style_big,0,15660
dd_7_daring_style_small,0,11700
dd_7_fletcher_style_big,0,16200
dd_7_fletcher_style_small,0,10800
dd_6_nose_large_italian,0,17280
dd_5_nose_large_usa,0,10800
dd_5_nose_large_britain,0,10260
dd_5_akizuki_stern_flat,0,10260
dd_5_nose_large_france,0,14220
dd_5_stern_large_italian,0,12600
dd_5_nose_large_generic,0,12780
dd_5_nose_large_german,0,13500
dd_5_stern_large_russia,0,12780
dd_5_nose_medium_usa,0,8460
dd_5_nose_small_usa,0,7740
dd_5_nose_small_france,0,9180
dd_5_nose_generic_small,0,8820
dd_5_nose_small_german,0,8892
dd_5_stern_small_russia,0,9900
dd_4_flat,0,6840
dd_5_shimakaze,0,13320
dd_5_akizuki_nose_long,0,13320
dd_5_akizuki_nose_cave_middle,0,11880
dd_5_akizuki_nose_short,0,11160
dd_us_flush,0,7416
dd_4,0,8100
dd_4_russia,0,8460
dd_4_france,0,8640
dd_4_japan,0,6840
dd_3,0,7200
dd_3_france,0,7200
dd_3_russia,0,7200
dd_3_japan,0,6120
dd_3_german,0,6660
dd_2_japan,0,5220
dd_2,0,5400
dd_2_france,0,6120
dd_2_russia,0,5760
dd_2_german,0,5400
dd_1_japan,0,3960
dd_1,0,3960
dd_1_france,0,4320
dd_1_russia,0,4140
dd_1_german_large,0,3960
dd_1_austria_large,0,4140
dd_1_german,0,3240
dd_1_austria,0,2700
tb_highbow_large,0,2880
tb_lowbow,0,1800
tb_highbow,0,1800
tb_standard,0,1800
tr,0,72000
tr_amc,0,72000
test_brandenburg_a,0,72000
test_brandenburg_b,0,72000
ironclad_monitor,0,5760
ironclad_virginia,0,17640
