name,occurrence,tonnageMax
bc_7_france,0,65000
bc_6_france,0,60000
bc_5_france,0,45000
bc_5_italy,0,42500
bc_4_france,0,32500
bc_4_german,0,37000
bc_4_generic2,0,36000
bc_4_generic,0,35000
bc_4_generic_small,0,28000
bc_4_japan,0,35000
bc_4_austria,0,39000
bc_4_britain_nelson,0,32500
bc_5_austrian_pocket,0,29000
bc_4_russia,0,39000
bc_4_usa,0,37000
bc_4_italy,0,36500
bc_5_japan_scout,0,27600
bc_4_britain_adv,0,37500
bc_4_britain,0,45000
bc_4_kongo,0,43500
bc_4_izmail,0,41000
bc_3_kongo,0,36500
bc_3,0,31000
bc_3_britain_adv,0,34000
bc_3_britain,0,33000
bc_3_izmail,0,37000
bc_4_german_derf,0,44500
bc_3_german_derf,0,34000
bc_3_german,0,31000
bc_2_german,0,28000
bc_2,0,30000
bc_2_var,0,28000
bc_2_britain,0,28500
bc_1_Japan,0,27000
bc_1_german,0,25000
bc_1_vondertann,0,24200
bc_1_britain,0,22000
bc_1_britain_var,0,22500
bc_1,0,22500
bc_large_light_cruiser,0,21000
ca_6_desmoines2,0,19750
ca_6_desmoines1,0,18750
ca_5_usa,0,21000
ca_5_wichita,0,15900
ca_4_ibuki,0,18500
bc_1,1,25000
ca_5_generic,0,20500
ca_5_usa_backup,0,22000
ca_5_spain_big,0,21500
ca_6_commandcruiser_british,0,17500
ca_6_british_largecruiser,0,19750
ca_6_britain,0,19500
ca_6_italy,0,19500
ca_5_german_mission,0,20500
ca_5_gen_mission,0,18000
ca_5_italy_mission,0,17000
ca_5_gen,0,18000
ca_5_italy,0,17000
ca_5_generic_2,0,15700
ca_5_italy_early,0,15500
ca_6_german_exp,0,16550
ca_5_german_var,0,19500
ca_5_german_hipper,0,21500
ca_5_german,0,20500
ca_8_japan,0,18900
ca_7_japan,0,18600
ca_6_japan,0,16600
ca_5_russia_heavy,0,23000
ca_5_japan_exp,0,22100
ca_5_japan,0,15600
ca_5_japan_scout,0,13600
ca_5_german_pocket_big,0,22900
ca_5_austrian_pocket,0,19000
ca_5_german_pocket,0,18900
ca_5_russia,0,17500
ca_5_generic,1,16500
ca_6_france,0,18500
ca_5_generic_france,0,15000
ca_5_generic_3,0,14700
ca_5_german_early,0,14900
ca_5_generic_britain,0,16900
ca_5_generic_4,0,14500
ca_5_generic_4_alt,0,14500
ca_5_british,0,13500
ca_5_british_small,0,10500
ca_5_canarias,0,15500
ca_5_generic_early,0,13500
ca_5_italy_early_2,0,12500
ca_5_italian_early_condot,0,12000
ca_5_usa_heavy_treaty,0,15000
ca_4_pensacola,0,12750
ca_5_france_exp,0,14300
ca_5_gen_treaty,0,12500
ca_4_rurik_russia,0,17800
ca_5_usa_large2,0,17500
ca_5_usa_large1,0,15500
ca_5_german_treaty_2,0,14250
ca_5_russian_exp,0,14850
ca_5_japan_exp_early,0,12000
ca_5_generic2_C_class,0,9500
ca_5_generic1_C_class,0,11200
ca_5_german_treaty,0,11250
ca_5_gen_treaty2,0,13500
ca_5_gen_treaty,1,12500
ca_5_small_generic,0,9500
ca_4_generic_large_russia,0,16800
ca_4_generic_large,0,16500
ca_4_blucher,0,17500
ca_5_france,0,16500
ca_5_armored_france,0,13700
ca_4_italy_stg,0,12800
ca_4_italy,0,12500
ca_3_german,0,16000
ca_3_generic,0,15500
ca_3_warrior,0,15500
ca_maine_china,0,9500
ca_3_averof_mod,0,11900
ca_3_warrior_pisa,0,10500
ca_1_italian_exp_3mast,0,8500
ca_3,0,15000
ca_3_russia,0,15000
casemate_test2,0,15000
ca_4_rambow_france,0,15500
ca_3_rambow_france,0,13500
ca_2_austria,0,11000
ca_2_austria_karl,0,8500
ca_2,0,12000
ca_2_rambow_france,0,11500
ca_1,0,11000
ca_1_italian_exp_small_3mast,0,7500
ca_1_spain,0,11000
ca_1_rambow_france,0,7600
ca_1_small,0,8000
ca_1_italian_exp_japan_3mast,0,7700
ca_1_naniwa_3mast,0,4100
ca_maine_threemast,0,10500
ca_3_friedrich,0,14500
ca_2_friedrich,0,11000
ca_1_friedrich,0,8000
ca_1_small_austria,0,8500
ca_austria_monarch,0,7500
ca_austria_monarch_small,0,5500
ca_1_small_austria2,0,4500
ca_1_joseph_3mast,0,4250
ca_1_3mast_russia,0,13200
ca_inflex_china,0,11500
ca_1_3mast_usa,0,7200
ca_maine_varcoastal,0,4500
ca_maine_varcoastal2,0,4200
ca_1_small_var,0,8500
cl_5_escortcruiser_france,0,12000
cl_5_escortcruiser_british,0,15500
cl_5_escortcruiser,0,12500
cl_7_dido,0,14200
cl_6_german_base,0,13950
cl_6_dido,0,13500
cl_5_austria_exp,0,13550
cl_5_dido,0,7980
cl_6_russian_exp2,0,13950
cl_6_russian_exp,0,9850
cl_7_japan,0,14900
cl_6_japan,0,13600
cl_6_cleveland,0,15200
cl_5_brooklyn,0,13900
cl_5_deruyter,0,8900
cl_5_navarra_adv,0,8200
cl_5_japan,0,11600
cl_6_monte_large,0,12900
cl_6_france,0,12000
cl_5_italian,0,11500
cl_4_Modern_Japan,0,10900
cl_4_Modern_Spain,0,10500
cl_4_Modern_Generic_2,0,9900
cl_4_Modern_Trento,0,10200
cl_5_italian_small,0,8000
cl_4_russia_kirov,0,12500
cl_4_Modern_Generic,0,10000
cl_3_Modern_Spain,0,7000
cl_5_navarra_adv_small,0,6300
cl_5_britain_adv_treaty,0,11500
cl_5_german_modern,0,10250
cl_5_france_modern,0,10750
cl_5_britain_C_class,0,10500
cl_5_generic1_C_class,0,9200
cl_5_generic2_C_class,0,7500
cl_6_monte,0,10900
cl_5_italian_early_condot,0,10000
cl_5_russian_light,0,9000
cl_5_german_treaty,0,9250
cl_5_france_exp,0,9500
cl_4_japan_torp,0,12000
cl_3_japan,0,9000
cl_3_japan_bigger,0,10000
cl_5_german_treaty_fk,0,7250
cl_5_omaha_base,0,13500
cl_5_omaha,0,12500
cl_4_omaha,0,10500
cl_5_britain_scout,0,8500
cl_5_armored_exp,0,11500
cl_5_armored_exp2,0,11000
cl_5_armored_exp3,0,12900
cl_5_armored_exp4,0,12200
cl_3_usa_exp,0,12500
cl_3,0,12000
cl_2_medium_strbow,0,10000
casemate_test3,0,10000
cl_2_medium,0,10000
cl_2_medium_russia,0,10000
cl_5_guncruiser1,0,9500
cl_5_atlanta,0,7500
cl_2_medium_germany,0,10000
cl_1_medium_strbow,0,7000
cl_1_medium,0,7000
cl_1_medium_russia,0,7000
cl_1_medium_germany,0,7000
cl_4_china_experimental,0,5500
cl_4_japan_experimental,0,5000
cl_3_emden,0,12000
cl_3_britain_var2,0,9500
cl_4_france_improved,0,9500
cl_4_france,0,10500
cl_3_rambow_tall,0,13000
cl_3_straightbow_tall,0,12500
cl_3_britain_var3,0,8500
cl_3_russia_var,0,9300
cl_5_scout_var1,0,5800
cl_3_britain,0,8500
cl_3_japan_small,0,8500
cl_3_russia,0,8300
cl_3_france,0,8500
cl_2_emden,0,8000
cl_2_straightbow,0,7000
cl_2_rambow,0,7000
cl_1_rambow_france,0,4500
cl_novik,0,4200
cl_1_straightbow,0,3500
cl_1_rambow,0,3500
cl_1_austrian,0,4000
cl_1_austria_belted,0,5000
cl_1_rambow_3mast,0,3500
cl_1_rambow_3mast_ver2,0,3300
cl_1_rambow_3mast_ver3,0,3600
cl_1_3mast_usa,0,6700
cl_1_rambow_3mast_early,0,5200
cl_1_3mast_armored,0,5500
cl_1_austria_small,0,2850
cl1_inflex_china,0,6500
cl_maine_threemast,0,2750
cl_1_straightbow_early,0,2000
cl_1_rambow_early,0,2000
cl_1_rambow_boat,0,1500
dd_5_akizuki_stern_step,0,3600
dd_8_russia_dd,0,7050
dd_8_france_dd,0,6950
dd_8_hybrid_cruiser_italy,0,7250
dd_8_hybrid_cruiser_gen,0,6950
dd_7_flushdeck_dd_large,0,4750
dd_7_flushdeck_dd_small,0,3400
dd_7_russia_dd,0,4600
dd_7_france_dd,0,4350
dd_7_german_hybrid_dd,0,6850
dd_7_daring_style_big,0,4350
dd_7_daring_style_small,0,3250
dd_7_fletcher_style_big,0,4500
dd_7_fletcher_style_small,0,3000
dd_6_nose_large_italian,0,4800
dd_5_nose_large_usa,0,3000
dd_5_nose_large_britain,0,2850
dd_5_akizuki_stern_flat,0,2850
dd_5_nose_large_france,0,3950
dd_5_stern_large_italian,0,3500
dd_5_nose_large_generic,0,3550
dd_5_nose_large_german,0,3750
dd_5_stern_large_russia,0,3550
dd_5_nose_medium_usa,0,2350
dd_5_nose_small_usa,0,2150
dd_5_nose_small_france,0,2550
dd_5_nose_generic_small,0,2450
dd_5_nose_small_german,0,2470
dd_5_stern_small_russia,0,2750
dd_4_flat,0,1900
dd_5_shimakaze,0,3700
dd_5_akizuki_nose_long,0,3700
dd_5_akizuki_nose_cave_middle,0,3300
dd_5_akizuki_nose_short,0,3100
dd_us_flush,0,2060
dd_4,0,2250
dd_4_russia,0,2350
dd_4_france,0,2400
dd_4_japan,0,1900
dd_3,0,2000
dd_3_france,0,2000
dd_3_russia,0,2000
dd_3_japan,0,1700
dd_3_german,0,1850
dd_2_japan,0,1450
dd_2,0,1500
dd_2_france,0,1700
dd_2_russia,0,1600
dd_2_german,0,1500
dd_1_japan,0,1100
dd_1,0,1100
dd_1_france,0,1200
dd_1_russia,0,1150
dd_1_german_large,0,1100
dd_1_austria_large,0,1150
dd_1_german,0,900
dd_1_austria,0,750
tb_highbow_large,0,800
tb_lowbow,0,500
tb_highbow,0,500
tb_standard,0,500
tr,0,20000
tr_amc,0,20000
test_brandenburg_a,0,20000
test_brandenburg_b,0,20000
ironclad_monitor,0,1600
ironclad_virginia,0,4900
